Severity,Start_Lat,Start_Lng,Distance(mi),Timezone,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Clearance_Class,Weather_Simplified,State_Other,Road_Type,Population,County_Other,Month
2,36.161301,-86.773761,0.423,Central,61.0,83.0,29.76,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,TN,Avenue,715884,Davidson,May
2,40.241972,-76.806329,0.024,Eastern,37.0,59.0,29.79,10.0,NNW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,Long,Cloudy,PA,Road,50080,Dauphin,Jan
2,46.97656273819457,-123.64458918512511,0.7909999999999999,Pacific,56.0,87.0,29.77,7.0,E,14.0,0.04,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Rain,WA,Highway,4151,Other,Nov
2,40.055851,-75.646354,0.263,Eastern,59.0,63.0,29.41,10.0,VAR,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,PA,Other,534418,Chester,Mar
2,30.488957,-91.156855,0.069,Central,58.0,70.0,30.06,10.0,SSE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,LA,Road,226926,East Baton Rouge,Dec
2,45.522671,-118.441116,2.79,Pacific,35.0,78.0,28.34,10.0,W,20.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,OR,Highway,17066,Umatilla,Feb
4,41.614995,-93.600533,0.188,Central,90.0,33.0,28.85,7.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,IA,Street,214058,Polk,Sep
2,35.166249,-80.876127,0.124,Eastern,46.0,39.0,28.91,10.0,W,15.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Long,Cloudy,NC,Boulevard,874687,Mecklenburg,Jan
2,37.620441,-77.36725200000002,0.619,Eastern,40.0,63.0,29.84,10.0,NE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,VA,Highway,109976,Hanover,Jan
2,33.989191,-118.240475,0.154,Pacific,60.0,72.0,29.8,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,CA,Avenue,223,Los Angeles,May
2,30.341251,-81.668182,0.593,Eastern,59.0,83.0,30.0,10.0,NNE,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,FL,Highway,949618,Duval,Mar
2,36.132842,-86.696344,0.591,Central,37.0,57.0,29.71,10.0,CALM,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Long,Fair,TN,Parkway,715884,Davidson,Dec
2,33.870699,-117.70305,1.692,Pacific,56.0,49.0,29.52,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Other,346810,Orange,Dec
2,29.600185,-95.464925,0.025,Central,51.0,95.0,30.0,5.0,N,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,TX,Other,2300351,Harris,Jan
2,42.907882,-74.43350500000003,0.619,Eastern,30.0,86.0,29.53,10.0,NNE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,NY,Road,49528,Montgomery,Dec
2,27.916578,-82.790813,0.229,Eastern,78.0,93.0,30.02,10.0,WSW,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,FL,Drive,82681,Pinellas,May
2,40.85379,-73.963825,1.82,Eastern,46.0,66.0,30.22,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,NJ,Highway,955721,Bergen,Nov
2,25.852176,-80.192976,0.1689999999999999,Eastern,70.0,81.0,30.16,10.0,ESE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Night,Long,Cloudy,FL,Avenue,442244,Miami-Dade,Feb
2,41.458202,-81.69234200000002,0.126,Eastern,34.0,73.0,30.25,10.0,NNW,19.6,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,OH,Highway,372626,Cuyahoga,Nov
2,33.99748,-118.151411,0.303,Pacific,60.0,72.0,29.8,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,CA,Boulevard,12363,Los Angeles,May
2,33.999607,-117.930743,0.04,Pacific,69.0,45.0,29.94,9.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Avenue,10017401,Los Angeles,Nov
2,40.681618,-112.272164,2.336,Mountain,26.0,60.0,25.35,10.0,SW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,UT,Highway,35744,Tooele,Feb
2,36.045668,-86.65856,0.175,Central,63.0,87.0,29.11,6.0,SSW,8.0,0.06,False,False,False,False,False,False,False,False,False,False,True,Night,Long,Rain,TN,Road,715884,Davidson,Mar
2,40.745624,-73.970262,3.253,Eastern,55.0,89.0,29.88,5.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Long,Cloudy,NY,Drive,8805594,New York,May
2,34.020182,-118.18263600000002,2.801,Pacific,65.0,84.0,29.69,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,CA,Highway,3899449,Los Angeles,Jul
2,38.250161,-119.221398,0.03,Pacific,28.0,43.0,25.46,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,CA,Highway,13196,Other,Oct
2,45.583831,-122.678993,0.498,Pacific,41.0,89.0,29.78,5.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,OR,Highway,652522,Multnomah,Jan
2,35.057161,-80.81235,0.171,Eastern,59.0,93.0,29.58,10.0,ENE,3.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Night,Long,Fair,NC,Road,874687,Mecklenburg,May
2,28.468802,-81.417358,0.241,Eastern,74.0,82.0,29.86,10.0,W,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,FL,Parkway,307785,Orange,May
2,33.920562,-118.369426,1.301,Pacific,76.0,58.0,29.92,10.0,W,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,88080,Los Angeles,Jul
2,33.87624621375143,-111.45993590301772,3.131,Mountain,48.0,20.0,25.07,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,AZ,Other,4425315,Maricopa,Feb
2,34.017825,-118.481625,0.314,Pacific,63.0,58.0,29.85,10.0,VAR,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,93075,Los Angeles,Mar
2,33.700975,-117.947592,5.314,Pacific,60.0,75.0,30.11,9.0,S,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,CA,Highway,57049,Orange,Dec
2,40.77353,-74.034951,0.6859999999999999,Eastern,49.0,41.0,30.13,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,True,True,False,True,Night,Long,Fair,NJ,Boulevard,68634,Hudson,Nov
2,34.010556,-118.280775,0.706,Pacific,56.0,77.0,29.89,10.0,E,3.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,3899449,Los Angeles,Apr
2,34.063697,-117.396418,0.415,Pacific,86.0,21.0,29.12,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Avenue,2181664,San Bernardino,Oct
2,25.700704,-80.383193,0.081,Eastern,87.0,67.0,30.02,10.0,ESE,16.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Long,Cloudy,FL,Street,442244,Miami-Dade,Oct
2,42.012371,-87.751292,1.716,Central,67.0,90.0,29.23,10.0,NNE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,IL,Other,5278969,Cook,Sep
2,25.924424,-80.31085300000002,0.107,Eastern,79.0,58.0,30.01,10.0,SE,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,FL,Street,223122,Miami-Dade,Jan
2,25.846986,-80.211189,0.145,Eastern,86.0,70.0,30.03,10.0,ESE,9.0,0.0,False,False,True,False,False,False,False,True,True,False,False,Day,Long,Cloudy,FL,Avenue,442244,Miami-Dade,Sep
2,45.67307352997936,-118.76185297909372,0.047,Pacific,28.0,69.0,28.32,10.0,SE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,OR,Avenue,17066,Umatilla,Dec
2,34.090776,-118.306583,5.317,Pacific,74.0,68.0,29.74,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,3899449,Los Angeles,Aug
2,27.911575,-82.787711,0.35,Eastern,85.0,63.0,29.76,10.0,ESE,15.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,Long,Fair,FL,Boulevard,82681,Pinellas,Nov
2,25.769718,-80.334305,0.156,Eastern,80.0,47.0,30.1,10.0,ENE,18.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Long,Cloudy,FL,Street,442244,Miami-Dade,Nov
2,35.163378,-80.87602199999998,0.135,Eastern,43.0,34.0,29.5,10.0,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,NC,Boulevard,874687,Mecklenburg,Jan
2,29.134482,-82.184863,0.659,Eastern,42.0,96.0,30.23,10.0,NNE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,FL,Highway,63678,Marion,Dec
2,34.557966,-118.142701,0.085,Pacific,39.0,62.0,27.56,10.0,ENE,5.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Long,Fair,CA,Avenue,169415,Los Angeles,Jan
2,39.691301,-104.97568400000002,3.405,Mountain,68.0,17.0,24.23,10.0,SSE,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CO,Highway,715513,Denver,Nov
2,40.69903,-73.533642,6.638999999999999,Eastern,60.0,22.0,30.01,10.0,NNW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,NY,Road,1395805,Nassau,Apr
2,33.62081,-84.399445,0.979,Eastern,64.0,84.0,28.92,10.0,S,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,GA,Other,19818,Clayton,Feb
2,38.468944,-77.40571,2.665,Eastern,47.0,51.0,29.66,10.0,SW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,VA,Highway,156937,Stafford,Dec
4,35.415346,-80.520476,0.239,Eastern,64.0,100.0,29.22,5.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,NC,Highway,105329,Cabarrus,Aug
3,38.946915,-76.855446,0.0,Eastern,42.0,93.0,29.27,4.0,NNW,7.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Day,Long,Cloudy,MD,Road,967211,Prince George's,Dec
2,41.168621,-103.108953,0.8759999999999999,Mountain,46.0,54.0,25.73,10.0,WNW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,NE,Highway,6405,Other,Sep
2,29.736094,-95.60675,0.095,Central,60.0,86.0,29.87,10.0,SE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,TX,Road,2300351,Harris,Mar
2,39.983867,-76.732323,0.161,Eastern,47.0,48.0,29.51,10.0,WNW,24.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Rain,PA,Road,44793,York,Nov
2,30.076933,-95.631071,0.021,Central,86.0,72.0,29.85,10.0,SSW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Long,Fair,TX,Other,12324,Harris,Jul
2,28.343906,-81.362698,0.107,Eastern,54.0,38.0,30.08,10.0,N,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,FL,Boulevard,79191,Osceola,Dec
2,45.698223,-121.464843,1.125,Pacific,33.0,70.0,29.68,10.0,E,24.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Windy,OR,Highway,8378,Hood River,Jan
2,40.834263,-73.82616,4.879,Eastern,47.0,52.0,29.78,10.0,WNW,16.0,0.0,False,False,True,False,False,False,False,True,False,False,True,Day,Long,Cloudy,NY,Avenue,1472645,Bronx,Dec
2,43.78851056078058,-90.04940628962494,2.17,Central,64.0,95.0,29.06,10.0,SSE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,WI,Highway,4347,Other,Jun
2,30.446855,-97.780469,0.029,Central,49.0,93.0,29.67,10.0,N,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,TX,Road,961899,Williamson,Dec
2,33.086458,-117.299674,1.294,Pacific,54.0,83.0,29.58,9.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,CA,Highway,62001,San Diego,Apr
2,33.912496000000004,-118.073793,3.712,Pacific,62.0,65.0,29.9,10.0,S,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,CA,Highway,102766,Los Angeles,Feb
2,25.670686,-80.383957,0.11,Eastern,69.0,63.0,30.21,10.0,ENE,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,FL,Avenue,442244,Miami-Dade,Feb
2,40.486114,-80.016018,0.095,Eastern,63.0,70.0,28.63,10.0,S,12.0,0.0,False,False,True,False,False,False,False,False,True,False,False,Day,Long,Cloudy,PA,Avenue,302960,Allegheny,Apr
2,34.168199,-118.301608,8.732999999999999,Pacific,69.0,70.0,29.12,10.0,SSE,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,107334,Los Angeles,Aug
2,30.170878,-97.69086,0.244,Central,71.0,49.0,29.38,10.0,N,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,TX,Highway,961899,Travis,Oct
2,25.86624,-80.338942,1.414,Eastern,73.0,59.0,29.86,10.0,WNW,18.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Day,Long,Fair,FL,Avenue,223122,Miami-Dade,Feb
2,40.743194,-73.83366,7.971,Eastern,61.0,46.0,29.93,10.0,NW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,NY,Other,2405424,Queens,Jun
2,29.727919,-95.476357,0.6970000000000001,Central,74.0,73.0,29.68,10.0,S,7.0,0.0,False,False,False,False,False,True,False,False,False,False,False,Night,Long,Cloudy,TX,Road,2300351,Harris,Apr
2,28.451047,-81.355909,0.482,Eastern,72.0,93.0,29.87,10.0,SSE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,FL,Road,307785,Orange,May
2,35.063027000000005,-106.469289,4.3610000000000015,Mountain,33.0,50.0,24.89,10.0,E,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,NM,Highway,564549,Bernalillo,Dec
3,41.69014,-93.177467,1.1200000047683716,Central,72.0,78.0,28.86,10.0,SW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,IA,Highway,15758,Other,May
2,42.79607176760294,-73.89014840090803,0.1669999999999999,Eastern,49.0,100.0,29.72,9.0,SSE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,NY,Other,67039,Schenectady,Mar
2,33.974783,-118.233782,0.066,Pacific,74.0,12.0,29.95,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Avenue,54885,Los Angeles,Mar
2,27.828372,-82.678403,0.136,Eastern,72.0,76.0,30.07,10.0,E,14.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Night,Long,Fair,FL,Avenue,959111,Pinellas,Apr
2,34.126913,-118.273508,5.533,Pacific,67.0,49.0,29.81,10.0,W,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,3899449,Los Angeles,Apr
2,34.229923,-117.211105,0.236,Pacific,59.0,29.0,28.9,7.0,NNE,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,222100,San Bernardino,Dec
2,40.152422,-75.121359,0.248,Eastern,65.0,50.0,30.04,10.0,NE,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,PA,Road,856413,Montgomery,May
2,25.747537,-80.337062,0.098,Eastern,70.0,78.0,29.98,10.0,ESE,6.0,0.0,False,False,True,False,False,False,False,True,False,False,False,Night,Long,Fair,FL,Street,442244,Miami-Dade,Apr
2,28.565405,-81.194801,0.0,Eastern,77.0,90.0,29.98,10.0,ESE,5.0,0.0,False,False,True,False,False,False,False,False,False,False,True,Night,Long,Fair,FL,Road,307785,Orange,Jul
2,25.733269,-80.331645,0.264,Eastern,77.0,88.0,30.04,10.0,S,7.0,0.0,False,False,True,False,False,False,False,True,False,False,True,Night,Long,Cloudy,FL,Road,442244,Miami-Dade,Feb
2,34.04913,-118.448508,6.876,Pacific,70.0,73.0,29.71,10.0,SW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,3899449,Los Angeles,Jun
2,38.246053,-77.505084,9.572,Eastern,49.0,48.0,30.2,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,VA,Highway,27976,Spotsylvania,Nov
2,26.330518,-81.809083,0.211,Eastern,70.0,93.0,30.06,9.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Long,Fair,FL,Road,53665,Lee,Mar
2,33.423188,-111.926369,0.087,Mountain,90.0,20.0,28.75,10.0,CALM,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,Day,Long,Fair,AZ,Road,184208,Maricopa,Oct
2,40.77714,-111.91067,0.0,Mountain,37.0,48.0,25.76,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,UT,Highway,199712,Salt Lake,Feb
2,33.935574,-118.123978,0.0,Pacific,75.0,51.0,29.8,10.0,WNW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,True,Day,Long,Fair,CA,Boulevard,114351,Los Angeles,Sep
2,41.919108,-86.572265,17.517,Eastern,3.0,80.0,29.03,0.0,W,25.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Snow,MI,Highway,2096,Other,Dec
2,35.76025128347512,-86.866053342405,4.1,Central,52.0,100.0,29.49,6.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,TN,Highway,247777,Williamson,May
2,35.791652,-78.49468900000002,0.016,Eastern,63.0,94.0,29.57,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,NC,Drive,1129352,Wake,Jul
2,34.263746999999995,-119.00967,0.0,Pacific,52.0,26.0,29.97,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Smoke,CA,Avenue,844363,Ventura,Nov
2,25.946874,-80.205431,0.309,Eastern,88.0,65.0,29.98,10.0,NW,5.0,0.0,False,False,True,False,False,False,False,True,False,False,True,Day,Long,Cloudy,FL,Avenue,442244,Miami-Dade,Oct
2,37.59867,-122.060772,5.015,Pacific,55.0,59.0,29.97,10.0,W,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,CA,Highway,70145,Alameda,Mar
2,31.041182,-104.812431,35.62,Mountain,78.0,37.0,24.65,10.0,S,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,TX,Highway,2187,Other,Sep
2,25.894719,-80.2094,1.795,Eastern,77.0,83.0,30.17,10.0,VAR,7.0,0.09,False,False,False,False,True,False,False,False,False,False,False,Day,Long,Cloudy,FL,Street,442244,Miami-Dade,Dec
2,34.306841,-117.469171,4.28,Pacific,55.0,82.0,28.68,7.0,E,3.0,0.04,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Rain,CA,Highway,222100,San Bernardino,Nov
2,34.351012,-79.522707,1.222,Eastern,54.0,100.0,29.93,10.0,NNE,3.0,0.01,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,SC,Highway,28298,Other,Sep
2,33.722107,-117.838054,0.8340000000000001,Pacific,60.0,78.0,29.99,9.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,CA,Other,79948,Orange,Nov
3,40.587475,-111.900688,0.0,Mountain,69.0,22.0,25.56,10.0,SW,22.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Windy,UT,Highway,97278,Salt Lake,Nov
2,40.115436,-75.070323,0.384,Eastern,33.0,38.0,29.97,10.0,NNW,23.0,0.0,True,False,False,False,False,False,False,False,False,False,False,Day,Long,Windy,PA,Other,856413,Montgomery,Jan
2,42.20232100000001,-71.084914,8.752,Eastern,41.0,89.0,29.93,0.5,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fog,MA,Highway,726010,Norfolk,May
2,35.202543,-80.760545,0.0819999999999999,Eastern,36.0,89.0,29.32,8.0,NE,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,NC,Road,874687,Mecklenburg,Feb
2,39.563703,-119.748694,0.8959999999999999,Pacific,32.0,82.0,25.76,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,NV,Highway,108459,Washoe,Dec
2,28.486894368989528,-81.42447352370536,0.363,Eastern,67.0,66.0,30.04,10.0,NNE,6.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Night,Long,Fair,FL,Road,307785,Orange,May
2,38.24771,-122.270054,0.519,Pacific,62.0,41.0,30.07,10.0,SSW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,79305,Napa,Dec
2,35.767622,-78.696504,0.044,Eastern,77.0,88.0,29.75,10.0,SW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,NC,Road,467911,Wake,Aug
2,35.777691,-94.186405,1.031,Central,58.0,87.0,28.38,2.0,SSE,18.0,0.1,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Rain,AR,Highway,365,Washington,Dec
2,43.170229,-77.611788,0.332,Eastern,60.0,53.0,29.64,10.0,WSW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,NY,Boulevard,211318,Monroe,Nov
2,37.877702,-122.307273,3.4730000000000003,Pacific,52.0,77.0,29.94,10.0,VAR,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,CA,Highway,124320,Alameda,Apr
2,47.19051718689351,-120.93238234462292,1.464,Pacific,30.0,82.0,27.83,10.0,E,3.0,0.0,False,False,False,False,True,False,False,False,False,False,False,Night,Long,Cloudy,WA,Highway,2159,Other,Dec
2,36.342402,-119.691,0.015,Pacific,58.0,58.0,30.08,8.0,NNW,7.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Long,Fair,CA,Avenue,59007,Kings,Dec
2,34.635467,-118.74023400000002,1.53,Pacific,81.0,49.0,29.0,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,CA,Highway,10017401,Los Angeles,Sep
2,32.683040000000005,-96.851541,0.531,Central,49.0,36.0,29.53,8.0,NNW,17.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,TX,Highway,1304345,Dallas,Nov
2,40.73418,-73.84438399999998,2.009,Eastern,81.0,39.0,30.17,10.0,WNW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,NY,Parkway,2405424,Queens,Jun
2,25.942363,-80.30466899999998,0.145,Eastern,75.0,57.0,30.07,10.0,ENE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,FL,Street,223122,Miami-Dade,Dec
2,34.137190999999994,-118.36232,1.514,Pacific,71.0,9.0,29.34,10.0,NW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,10017401,Los Angeles,Nov
2,34.074473,-117.545045,3.079,Pacific,63.0,56.0,28.89,8.0,NW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,CA,Highway,175264,San Bernardino,Apr
2,33.291371000000005,-117.45701499999998,10.175,Pacific,72.0,33.0,29.86,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Highway,3298647,San Diego,May
2,44.246704,-121.188976,0.067,Pacific,61.0,42.0,27.06,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,OR,Highway,33288,Deschutes,Nov
2,33.960919,-117.315177,1.237,Pacific,49.0,29.0,29.38,10.0,NE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,CA,Other,315478,Riverside,Feb
2,42.48598694781072,-120.28215050639972,1.927,Pacific,70.0,32.0,25.22,10.0,ESE,9.0,0.0,False,False,False,False,False,False,False,False,True,False,False,Day,Long,Fair,OR,Highway,8164,Lake,Sep
2,33.98191,-118.288154,0.406,Pacific,79.0,20.0,30.07,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,CA,Avenue,3899449,Los Angeles,Jan
2,47.42378,-122.22127,2.446,Pacific,43.0,86.0,29.54,10.0,SSE,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,WA,Other,136608,King,Apr
2,25.684483,-80.445144,0.083,Eastern,73.0,76.0,30.04,10.0,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,FL,Street,442244,Miami-Dade,Mar
2,33.393349,-111.806043,0.061,Mountain,78.0,27.0,28.64,10.0,E,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Fair,AZ,Avenue,504374,Maricopa,Sep
2,27.462495,-82.586613,0.074,Eastern,88.0,46.0,29.95,10.0,E,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,FL,Road,55713,Manatee,Sep
2,45.67305207230724,-120.83043694438538,4.934,Pacific,54.0,53.0,29.93,10.0,WNW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Fair,OR,Highway,414,Sherman,May
2,25.64996,-80.33139,0.339,Eastern,87.0,72.0,29.96,10.0,SSE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Cloudy,FL,Highway,442244,Miami-Dade,Oct
2,35.31624199999999,-90.256286,4.375,Central,26.0,88.0,30.09,6.0,N,16.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,AR,Highway,520,Crittenden,Jan
2,44.171272516039984,-120.83944916667538,5.416,Pacific,46.0,68.0,26.61,10.0,S,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Long,Cloudy,OR,Highway,10739,Crook,Oct
2,47.564273,-122.186575,1.105,Pacific,49.0,77.0,30.13,10.0,S,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Long,Rain,WA,Highway,151868,King,Mar
2,25.702474,-80.33150699999999,0.173,Eastern,87.0,67.0,30.01,10.0,E,18.0,0.0,False,False,True,False,False,False,False,True,True,False,False,Day,Long,Cloudy,FL,Drive,442244,Miami-Dade,Oct
